Altitude(km) sigma_p sigma_h sigma_0 kappa_i kappa_e nu_in nu_en omega_e omega_i
  210.00 0.00002013292743906258 0.00000019507962186461 90.75595358777979981824 102.96089529390405914455 -43777.90921231562970206141 1.89527781194800004627 130.00299295104355223884 5691259.22274009417742490768 195.13950034883760054072
  215.00 0.00001857554650655830 0.00000015639159089558 107.44072969355866575825 118.48752318572974218114 -48811.69285907431185478345 1.64256545833600009487 116.28792350229210228463 5676210.40521341189742088318 194.62351282866561064111
  220.00 0.00001718465169823511 0.00000012619430722683 126.70148289111556039188 135.83529891674490386322 -54275.62620068032993003726 1.42900589594399995974 104.30496918151841612143 5661217.51816957537084817886 194.10944302934407801331
  225.00 0.00001593504725108015 0.00000010242279191958 148.87608204105538334261 155.18002230528912832597 -60202.95065257922396995127 1.24756577582800010084 93.78743607286409655899 5646280.38572656549513339996 193.59728492030438928850
  230.00 0.00001480633972602923 0.00000008356571144972 174.34025338067408483766 176.71207172185714284751 -66630.00930486635479610413 1.09266460722799996219 84.51745264440555160945 5631398.65612034220248460770 193.08702644040917562052
  235.00 0.00001378179992831772 0.00000006850258336002 203.51466697930985105813 200.63809625136426006975 -73597.93266272437176667154 0.95983098502800001661 76.31426522818000535153 5616572.15346887987107038498 192.57866155908962468857
  240.00 0.00001284763357241199 0.00000005639389677546 236.87949485174391384135 227.18182430234369917343 -81156.32130472676362842321 0.84545574367600007104 69.02482069110091345010 5601800.52600813750177621841 192.07217821520836764648
  245.00 0.00001199235185326382 0.00000004660398727110 275.01319917895449407297 256.58581641297570286042 -89373.74422728472563903779 0.74660233779200013693 62.51370182777261419460 5587083.59785609133541584015 191.56757037819664901690
  250.00 0.00001120634170578747 0.00000003864726967726 318.69332710021495813635 289.11236695667059848347 -98364.24423072030185721815 0.66086701166799999285 56.65088021393419381866 5572421.01724870316684246063 191.06482598691712837535
  255.00 0.00001048145878805163 0.00000003214937535540 369.13156475582707116700 325.04560760687490983400 -108345.54354581904772203416 0.58626830989599998389 51.29710393629213882605 5557812.60830394551157951355 190.56393901080096497935
  260.00 0.00000981077253477381 0.00000002681947458897 428.32587784571290967506 364.69337510666844082152 -119712.63149812740448396653 0.52116355920400003754 46.30470444001966257019 5543258.01925777737051248550 190.06489738871078998272
  265.00 0.00000918840247527725 0.00000002243011975100 499.02393886652669152681 408.38772524791033902147 -132986.05209937915788032115 0.46418557008400007646 41.57396066028468339937 5528756.89834615867584943771 189.56768905950926296100
  270.00 0.00000860935626111562 0.00000001880198603647 583.76556979218582910107 456.48888412980375051120 -148537.29577567995875142515 0.41418821048320003664 37.12407188223460963172 5514309.24556908477097749710 189.07231402319624180564
  275.00 0.00000806939628532571 0.00000001579293736074 684.24950220305220227601 509.38616371989718345503 -166465.65089692323817871511 0.37020784548000001957 33.03933576474634037368 5499914.53328049462288618088 188.57875418806571587993
  280.00 0.00000756485912388863 0.00000001328963806803 801.94868660120948788972 567.50055568620666690549 -186800.52828348166076466441 0.33143052930880001483 29.36593815813883523447 5485572.76148038636893033981 188.08700955411759991875
  285.00 0.00000709253415680161 0.00000001120120072618 938.72705890804763839697 631.28751285005171212106 -209657.11979139488539658487 0.29716581469080005640 26.09634046222016579009 5471283.57840471807867288589 187.59706806021449665423
  290.00 0.00000664960176143736 0.00000000945436302858 1096.96660831135000080394 701.24030413332650368829 -235250.21080875143525190651 0.26682567522480005184 23.19677680002504160939 5457046.63228944502770900726 187.10891764521898039675
  295.00 0.00000623360239839191 0.00000000798984417692 1279.52700562899144642870 777.89072825262724109052 -263870.62627799593610689044 0.23990844926040003071 20.62700953080068799750 5442861.92313456907868385315 186.62255830913105114632
  300.00 0.00000584240704137090 0.00000000675949121563 1489.71437385221611293673 861.80883235703504396952 -295869.14274082606425508857 0.21598521498160000442 18.34841138593298026649 5428728.74741200264543294907 186.13796592967588594547
  305.00 0.00000547374978464402 0.00000000572313126843 1731.43291153929271786183 953.67569089671837900823 -331680.19382533751195296645 0.19467325668480001122 16.32490440396069431017 5414647.45688578952103853226 185.65515256799085364037
  310.00 0.00000512654385671275 0.00000000484977873238 2008.79629065689368871972 1054.07026922678028313385 -371741.68831103190314024687 0.17567528418920000388 14.52787652782491356618 5400617.34802784491330385208 185.17409410180115969524
  315.00 0.00000479898632349697 0.00000000411214858503 2326.75181478970444004517 1163.76652661881621497741 -416614.48718850332079455256 0.15870432795239999835 12.92955096522815061633 5386638.24495614320039749146 184.69478450053804863273
  320.00 0.00000448974709329713 0.00000000348828845236 2690.77680056660256013856 1283.55349564196376377367 -466919.01423271594103425741 0.14352126215159999312 11.50672773653820080142 5372709.97178866714239120483 184.21721773363282181890
  325.00 0.00000419763379624222 0.00000000296000408523 3106.97660983818195745698 1414.28532331704514035664 -523354.76769940723897889256 0.12991819314800001628 10.23938800076681765461 5358832.52852541580796241760 183.74139380108553609716
  330.00 0.00000392158579216022 0.00000000251218493751 3581.92800446597175323404 1556.88336836362532267231 -586676.74533001065719872713 0.11771420538280000234 9.11064782128306482889 5345005.21163830067962408066 183.26728858062125482320
  335.00 0.00000366064250765630 0.00000000213222657886 4122.01367243909862736473 1712.34635221037547125889 -657597.79582340246997773647 0.10675112650912001178 8.10712574614380443450 5331228.02112732268869876862 182.79490207223997799701
  340.00 0.00000341394050061574 0.00000000180959810465 4731.27762609524688741658 1881.75353754207799283904 -736477.73419770551845431328 0.09689059943712001466 7.22017860716885362393 5317500.78111046273261308670 182.32422824537303540637
  345.00 0.00000318070270899996 0.00000000153547759293 5406.60983175198907701997 2066.27153392169657308841 -822648.77802064944989979267 0.08801130833192000180 6.44725119323348128120 5303823.31570569705218076706 181.85526106945175683904
  350.00 0.00000296021572983523 0.00000000130245177391 6133.23977852151256229263 2267.16409338300900344620 -913868.15221893752459436655 0.08000655223067999755 5.78879467943158765308 5290195.09726696182042360306 181.38798245276993270636
  355.00 0.00000275181564366223 0.00000000110428603617 6893.17367529947932780487 2485.79392299758137596655 -1007707.97015461476985365152 0.07278253869780000607 5.23625522678425703305 5276616.12579425610601902008 180.92239239532756300832
  360.00 0.00000255485682424521 0.00000000093571683184 7683.35789648496756854001 2723.63892216165595527855 -1104167.36312686861492693424 0.06625638860116001005 4.76656549113996064193 5263086.04952353797852993011 180.45847883598727889876
  365.00 0.00000236872749178450 0.00000000079229900073 8514.34340705140311911236 2982.29126722512091873796 -1205274.46703485120087862015 0.06035501552860000202 4.35552634371121261125 5249604.69257278554141521454 179.99623574418035332201
  370.00 0.00000219283935241544 0.00000000067026343047 9396.93385624435723002534 3263.47724057711138812010 -1313102.79144038539379835129 0.05501360783432000107 3.98763288997066922548 5236171.87905997596681118011 179.53565708933800237901
  375.00 0.00000202661131191988 0.00000000056640973534 10337.04727671042746806052 3569.05964507356065951171 -1429131.52802546625025570393 0.05017476551772000193 3.65451825447937483915 5222787.25722106825560331345 179.07673081032288564529
  380.00 0.00000186941275089489 0.00000000047800479269 11336.04137539144721813500 3901.05135524286743020639 -1554442.01289110793732106686 0.04578751587992000577 3.35133160836600074717 5209450.65117403957992792130 178.61945087656624764350
  385.00 0.00000172033803036777 0.00000000040266262067 12389.81767751747247530147 4261.63168165679053345229 -1689955.18985967547632753849 0.04180647802680000080 3.07473352915844433397 5196161.88503686897456645966 178.16381125749936131797
  390.00 0.00000157720399610690 0.00000000033809502457 13478.44682584297697758302 4653.15321160406710987445 -1836557.83113108086399734020 0.03819126468464000002 2.82208417021942059577 5182920.78292753547430038452 177.70980592255361329990
  395.00 0.00000144049789822927 0.00000000028294361347 14594.75324964573337638285 5078.15488873749927734025 -1995162.01538634835742413998 0.03490587165896000266 2.59113142352046743611 5169726.99308199342340230942 177.25742281059143579114
  400.00 0.00000131107838853174 0.00000000023607792281 15736.06295689035687246360 5539.38513453616724291351 -2166735.25830852286890149117 0.03191810021624000293 2.37988473393917221443 5156580.16373620275408029556 176.80664986047551678894
  405.00 0.00000118949132198875 0.00000000019643632421 16899.70672828204260440543 6039.80543478446179506136 -2352312.03037637379020452499 0.02919920103503599942 2.18656385902563199508 5143480.47077218350023031235 176.35749310277449808382
  410.00 0.00000107604921527468 0.00000000016304675787 18083.51132805255838320591 6582.61940030438017856795 -2553006.21498044021427631378 0.02672339440400400487 2.00956321862427511604 5130427.38654387090355157852 175.90993444578228377395
  415.00 0.00000097086299543377 0.00000000013503150197 19285.77999671349607524462 7171.28608574528516328428 -2770015.52618015278130769730 0.02446757412708400192 1.84743401713281429899 5117420.91105126589536666870 175.46397388949884543763
  420.00 0.00000087387721104396 0.00000000011160777948 20505.36477715202272520401 7809.54392306652516708709 -3004632.81862834282219409943 0.02241098776911600032 1.69886333032152725409 5104460.51664830371737480164 175.01959334221808717302
  425.00 0.00000078490299739656 0.00000000009208518226 21741.61370994735625572503 8501.42237244086209102534 -3258248.38064190465956926346 0.02053501063544800262 1.56266367213352985743 5091546.37921700533479452133 174.57679883450870761408
  430.00 0.00000070364741566169 0.00000000007586033088 22994.36290770071354927495 9251.27207218647163244896 -3532358.92398866079747676849 0.01882287872585600152 1.43775818946976552404 5078677.97111130598932504654 174.13557227466449717213
  435.00 0.00000062974072667798 0.00000000006241035788 24263.96728732102565118112 10063.80057941570339608006 -3828582.44957875134423375130 0.01725947431702800142 1.32316730360777978781 5065855.11644918564707040787 173.69590763211687090006
  440.00 0.00000056276163900910 0.00000000005128593159 25551.17469009212072705850 10944.07510755846851679962 -4148654.96408407576382160187 0.01583119607399600254 1.21800383090287178689 5053077.63934862054884433746 173.25779887629698805540
  445.00 0.00000050225640229070 0.00000000004210329920 26857.17438523178498144262 11897.56755648157923133112 -4494451.05318037327378988266 0.01452576295001200071 1.12145965773572098279 5040345.53980961255729198456 172.82124600720496232498
  450.00 0.00000044775548825651 0.00000000003453671462 28183.50873398346448084339 12930.18681328095044591464 -4867986.21920178178697824478 0.01333207581781200093 1.03280043611349725552 5027658.29018609505146741867 172.38623093313458412013
  455.00 0.00000039878698451546 0.00000000002831117948 29532.05769828249322017655 14048.30988501835236093029 -5271432.52653268724679946899 0.01224010297979200197 0.95135734757450174381 5015016.06636009272187948227 171.95275968465458049650
  460.00 0.00000035488773909603 0.00000000002319572546 30904.99344496355843148194 15258.79814806710237462539 -5707124.28925235383212566376 0.01124078098911200120 0.87652167909222877817 5002418.16480351518839597702 171.52080813949010007491
  465.00 0.00000031560953317187 0.00000000001899701525 32304.79023796756519004703 16569.07790157889758120291 -6177581.32140994630753993988 0.01032588435786799957 0.80773760826179152872 4989864.76139838807284832001 171.09038232820986991101
  470.00 0.00000028052579489177 0.00000000001555394441 33734.15100825766421621665 17987.14415164391175494529 -6685513.44478257000446319580 0.00948796922684800106 0.74449861562465857734 4977355.50438066571950912476 170.66147018967643589349
  475.00 0.00000024923506082082 0.00000000001273268056 35195.95203950275754323229 19521.61256515444983961061 -7233823.20997597929090261459 0.00872028707286120162 0.68634387014343622990 4964890.21786832809448242188 170.23406569332115623183
  480.00 0.00000022136241835735 0.00000000001042230950 36693.35693812697718385607 21181.79818136918402160518 -7825655.54487091954797506332 0.00801670195110880043 0.63285033408163382518 4952468.72597935143858194351 169.80816280857519018355
  485.00 0.00000019656161624184 0.00000000000853122791 38229.61360632079595234245 22977.70261907315943972208 -8464369.01621710322797298431 0.00737165730980000097 0.58363366099526725606 4940090.67694969661533832550 169.38374947430128258929
  490.00 0.00000017451382357830 0.00000000000698384501 39808.27033365510578732938 24920.18753383476723683998 -9153604.98716887459158897400 0.00678007866079120055 0.53834049574663700444 4927756.24666138179600238800 168.96083172106798997447
  495.00 0.00000015492871279165 0.00000000000571802109 41432.77308670636557508260 27020.84033410102347261272 -9897220.29651646688580513000 0.00623738504586400077 0.49665103779860503286 4915464.73158632032573223114 168.53938542660054622502
  500.00 0.00000013754169301608 0.00000000000468263839 43106.91783531539113027975 29292.27426346925858524628 -10699402.20644821785390377045 0.00573937739041080041 0.45827011761942287871 4903216.30760653689503669739 168.11941662146764997487
  505.00 0.00000012211401751550 0.00000000000383579956 44834.35207529547915328294 31747.95187112120038364083 -11564574.66953729651868343353 0.00528225927534800056 0.42293043736762675477 4891010.62295798677951097488 167.70091324453187553445
  510.00 0.00000010842988279231 0.00000000000314312460 46618.93565885896532563493 34402.51885054988815682009 -12497499.38026495091617107391 0.00486254712894520092 0.39038589667489265178 4878847.50175864808261394501 167.28386926522452426980
  515.00 0.00000009629574305091 0.00000000000257648777 48464.24836490028246771544 37271.65294915901904460043 -13503170.11685257777571678162 0.00447708286188960077 0.36041364553739868581 4866726.76812649983912706375 166.86827865297681228185
  520.00 0.00000008553801051629 0.00000000000211286709 50373.69971944466669810936 40372.28284297487698495388 -14586845.95208341069519519806 0.00412298066114320100 0.33281001513340596754 4854648.42206154204905033112 166.45414140778885325744
  525.00 0.00000007600155241864 0.00000000000173343984 52350.22311402510968036950 43722.67329489481198834255 -15753946.47690187394618988037 0.00379760478705160011 0.30739039053711580962 4842611.76003568619489669800 166.04143340738568213055
  530.00 0.00000006754808840423 0.00000000000142282747 54395.91509935478825354949 47342.41611533111426979303 -17009940.93748236820101737976 0.00349855753684840017 0.28398788400072816351 4830617.13381297979503870010 165.63016671290480985590
  535.00 0.00000006005433958578 0.00000000000116846023 56511.76816086325561627746 51252.65919983155617956072 -18360229.13947830349206924438 0.00322364392037600067 0.26245119160230018229 4818664.01574735529720783234 165.22032323264008368824
  540.00 0.00000005341078738500 0.00000000000096007411 58697.74759957222704542801 55476.14706727603334002197 -19810077.06779940798878669739 0.00297086066137080022 0.24264178222971294341 4806752.40583881363272666931 164.81190296659147520586
  545.00 0.00000004752008697399 0.00000000000078928367 60953.09491404531581792980 60037.40642321878112852573 -21364690.81864809989929199219 0.00273837445150876052 0.22443021380024535949 4794882.12820533290505409241 164.40489988419028577482
  550.00 0.00000004229587296865 0.00000000000064924041 63277.69161488288955297321 64962.93136749601399060339 -23029633.19711417332291603088 0.00252450578262832046 0.20769122175164345112 4783052.65520084928721189499 163.99929589373039107159
  555.00 0.00000003766171946844 0.00000000000053435558 65673.28952728408330585808 70280.99317633546888828278 -24811369.47557318955659866333 0.00232772895860888004 0.19230153108987865784 4771264.33858940377831459045 163.59510305634915994233
  560.00 0.00000003354983169087 0.00000000000044006025 68144.98574443283723667264 76022.24241183347476180643 -26717934.65867050364613533020 0.00214663882664384038 0.17813938598350279041 4759516.47484291251748800278 163.19229724977182627299
  565.00 0.00000002990025347325 0.00000000000036262411 70700.62842752746655605733 82219.50055257041822187603 -28758986.02198516577482223511 0.00197995467511360036 0.16508959099649320179 4747809.23984339553862810135 162.79088450456706027580
  570.00 0.00000002665991387554 0.00000000000029899736 73349.89287234145740512758 88908.20053020623163320124 -30945600.98194463923573493958 0.00182650027546588014 0.15304735185431153632 4736142.28182680997997522354 162.39085275959740783946
  575.00 0.00000002378182633201 0.00000000000024668671 76102.92469484586035832763 96126.58632458469946868718 -33289910.24252197146415710449 0.00168519665795552006 0.14192034662678137957 4724515.60079315770417451859 161.99220201486292580739
  580.00 0.00000002122460037195 0.00000000000020365622 78969.29246800421969965100 103915.31784347374923527241 -35804627.07854320108890533447 0.00155506346448428022 0.13162903941878253966 4712928.66909637115895748138 161.59491417865743301263
  585.00 0.00000001895147213647 0.00000000000016823697 81958.58893327746773138642 112318.87158487398119177669 -38503374.16056539863348007202 0.00143519065858616003 0.12210310823703238170 4701381.66261847317218780518 161.19899528154962808912
  590.00 0.00000001693008021568 0.00000000000013906609 85079.30326196910755243152 121384.34884744844748638570 -41400178.71686082333326339722 0.00132475426024236025 0.11328149720487565300 4689874.22959542181342840195 160.80443326240217061240
  595.00 0.00000001513174386333 0.00000000000011502587 88340.15485265482857357711 131162.92522552239825017750 -44510049.88331519812345504761 0.00122299210554228000 0.10510898564278889356 4678406.19414519425481557846 160.41122209064627668340
  600.00 0.00000001353115100921 0.00000000000009520255 91749.61633906590577680618 141709.30850392053253017366 -47848809.54224608093500137329 0.00112920850031024010 0.09753591416449473861 4666977.38038577046245336533 160.01935573571327608988
  605.00 0.00000001210589635409 0.00000000000007884549 95316.25664961939037311822 153082.49697113229194656014 -51433311.75311728566884994507 0.00104276345993824021 0.09051697488709697925 4655587.78831714671105146408 159.62883419760311198843
  610.00 0.00000001083616456520 0.00000000000006534017 99049.11025141410937067121 165346.14226838425383903086 -55281640.19914364814758300781 0.00096306840444276007 0.08401047887590042118 4644237.06617528479546308517 159.23964541517844395457
  615.00 0.00000000970446761624 0.00000000000005418254 102957.08882159614586271346 178568.08614679405582137406 -59412892.30756253004074096680 0.00088958663771131208 0.07797844639669974931 4632925.03807816002517938614 158.85178335787045966754
  620.00 0.00000000869531626671 0.00000000000004495897 107049.82827245494991075248 192821.67535014561144635081 -63847623.98864264041185379028 0.00082182276296144017 0.07238564631576362152 4621651.52814375143498182297 158.46524199511048891509
  625.00 0.00000000779500476385 0.00000000000003732899 111337.03481989807914942503 208185.36398871082928963006 -68607733.39504681527614593506 0.00075932338502384810 0.06719966004332232623 4610416.36049003805965185165 158.08001529632983306328
  630.00 0.00000000699138927234 0.00000000000003101326 115829.40046286437427625060 224744.16815486986888572574 -73716871.11723241209983825684 0.00070166938949384010 0.06239032483897547637 4599219.53511701896786689758 157.69610326152849211212
  635.00 0.00000000627373906790 0.00000000000002578244 120537.85803146126272622496 242588.87183726855437271297 -79200175.32958167791366577148 0.00064847778316516006 0.05792993110391496392 4588060.70026065222918987274 157.31349382956904037201
  640.00 0.00000000563253583480 0.00000000000002144701 125473.76508964896493125707 261817.14808723912574350834 -85084583.78690108656883239746 0.00059939611334240011 0.05379281976041755398 4576939.68003891594707965851 156.93218096988275078729
  645.00 0.00000000505935766703 0.00000000000001785169 130649.21435916013433597982 282533.81707316130632534623 -91398902.95897169411182403564 0.00055410062520739201 0.04995526561737167331 4565856.47445180919021368027 156.55216468246962335797
  650.00 0.00000000454672782358 0.00000000000001486842 136077.05548443793668411672 304851.82855826499871909618 -98174148.14798429608345031738 0.00051229291831636004 0.04639521521357666684 4554810.73173529095947742462 156.17343290619226081617
  655.00 0.00000000408802901936 0.00000000000001239105 141770.44641095766564831138 328891.88857682340312749147 -105443199.20603704452514648438 0.00047369967159920003 0.04309241667761524314 4543802.27600733749568462372 155.79597961048190768452
  660.00 0.00000000367737800470 0.00000000000001033267 147743.58366841485258191824 354784.29126230545807629824 -113241593.64560447633266448975 0.00043806846766786408 0.04002797150078710869 4532831.28314997069537639618 155.41981082590731944038
  665.00 0.00000000330956216170 0.00000000000000862140 154011.34009917496587149799 382668.72936616383958607912 -121607170.28478845953941345215 0.00040516743742707205 0.03718446219024274663 4521897.22551712766289710999 155.04490846076234333850
  670.00 0.00000000297995331520 0.00000000000000719798 160589.28266356093809008598 412694.87631831062026321888 -130580407.85313040018081665039 0.00037478358797258404 0.03454576380478538433 4510999.92722678557038307190 154.67126648447825232324
  675.00 0.00000000268443338616 0.00000000000000601299 167493.78983921752660535276 445023.85018916707485914230 -140204770.57975044846534729004 0.00034672048437733605 0.03209690632972578284 4500139.38827894348651170731 154.29888489705504639460
  680.00 0.00000000241935026794 0.00000000000000502613 174742.35653644174453802407 479828.45488952385494485497 -150526665.14517197012901306152 0.00032079748945679606 0.02982405545452021522 4489315.60867360420525074005 153.92776369849278239599
  685.00 0.00000000218145520696 0.00000000000000420358 182352.73167774380999617279 517293.35447401646524667740 -161595429.99148386716842651367 0.00029684874833395606 0.02771444750015962868 4478528.06076470017433166504 153.55788479708525073875
  690.00 0.00000000196785142946 0.00000000000000351775 190345.01381842605769634247 557619.07381050835829228163 -173464886.94739308953285217285 0.00027472024431662401 0.02575608714348732314 4467776.74455223325639963150 153.18924819283245142287
  695.00 0.00000000177597167664 0.00000000000000294539 198738.48323886154685169458 601017.56181772134732455015 -186191038.09637486934661865234 0.00025427186091457805 0.02393811058580150308 4457061.66003620252013206482 152.82185388573444129179
  700.00 0.00000000160352130482 0.00000000000000246762 207555.49666703879483975470 647719.35310422268230468035 -199835495.32574203610420227051 0.00023537305632977403 0.02225021271782929785 4446382.27957054227590560913 152.45568378408501075683
  705.00 0.00000000144846036145 0.00000000000000206850 216818.00163867112132720649 697969.76793704787269234657 -214462868.56586995720863342285 0.00021790448656247601 0.02068301524035097774 4435738.77903727721422910690 152.09074391845294371706
  710.00 0.00000000130897054439 0.00000000000000173487 226549.67208074213704094291 752032.46805050619877874851 -230142577.65928068757057189941 0.00020175595430286603 0.01922778056786023787 4425130.98255438357591629028 151.72702825826948469512
  715.00 0.00000000118342828925 0.00000000000000145591 236776.32686378128710202873 810191.73035489965695887804 -246949713.33004954457283020020 0.00018682556124843800 0.01787634607397878966 4414558.53835781849920749664 151.36452474239726484484
  720.00 0.00000000107038905523 0.00000000000000122240 247523.56832769035827368498 872749.33258732967078685760 -264963085.25497728586196899414 0.00017302015791018403 0.01662126354819395621 4404021.27056556101888418198 151.00322734026750026715
  725.00 0.00000000096855964237 0.00000000000000102695 258819.48199805780313909054 940031.69326552806887775660 -284268081.49842059612274169922 0.00016025325865252202 0.01545554932478074468 4393519.35505963210016489029 150.64314208244891801769
  730.00 0.00000000087678720756 0.00000000000000086318 270694.08460710803046822548 1012388.51451986876782029867 -304956118.40322422981262207031 0.00014844524088568640 0.01437273160160228332 4383052.44007598888128995895 150.28425690780414925030
  735.00 0.00000000079404118734 0.00000000000000072588 283177.57665820361580699682 1090193.59107265877537429333 -327123847.95596039295196533203 0.00013752287757230400 0.01336686457185249331 4372620.17385058850049972534 149.92655975519568301024
  740.00 0.00000000071940173684 0.00000000000000061083 296303.43283842306118458509 1173847.83505668118596076965 -350875785.37304353713989257812 0.00012741860758125440 0.01243238466179030083 4362222.73226545192301273346 149.57005665519230319660
